load3,load2,load1,load4,load5,load6,load7,load8,load9,load10,load11,load12,load13
610,305,203.3333333,405,353.3333333,405,305,203.3333333,405,353.3333333,203.3333333,405,353.3333333
590,295,196.6666667,395,346.6666667,395,295,196.6666667,395,346.6666667,196.6666667,395,346.6666667
580,290,193.3333333,390,343.3333333,390,290,193.3333333,390,343.3333333,193.3333333,390,343.3333333
570,285,190,385,340,385,285,190,385,340,190,385,340
530,265,176.6666667,365,326.6666667,365,265,176.6666667,365,326.6666667,176.6666667,365,326.6666667
490,245,163.3333333,345,313.3333333,345,245,163.3333333,345,313.3333333,163.3333333,345,313.3333333
480,240,160,340,310,340,240,160,340,310,160,340,310
470,235,156.6666667,335,306.6666667,335,235,156.6666667,335,306.6666667,156.6666667,335,306.6666667
470,235,156.6666667,335,306.6666667,335,235,156.6666667,335,306.6666667,156.6666667,335,306.6666667
470,235,156.6666667,335,306.6666667,335,235,156.6666667,335,306.6666667,156.6666667,335,306.6666667
470,235,156.6666667,335,306.6666667,335,235,156.6666667,335,306.6666667,156.6666667,335,306.6666667
470,235,156.6666667,335,306.6666667,335,235,156.6666667,335,306.6666667,156.6666667,335,306.6666667
475,237.5,158.3333333,337.5,308.3333333,337.5,237.5,158.3333333,337.5,308.3333333,158.3333333,337.5,308.3333333
480,240,160,340,310,340,240,160,340,310,160,340,310
480,240,160,340,310,340,240,160,340,310,160,340,310
480,240,160,340,310,340,240,160,340,310,160,340,310
485,242.5,161.6666667,342.5,311.6666667,342.5,242.5,161.6666667,342.5,311.6666667,161.6666667,342.5,311.6666667
490,245,163.3333333,345,313.3333333,345,245,163.3333333,345,313.3333333,163.3333333,345,313.3333333
540,270,180,370,330,370,270,180,370,330,180,370,330
590,295,196.6666667,395,346.6666667,395,295,196.6666667,395,346.6666667,196.6666667,395,346.6666667
1045,522.5,348.3333333,622.5,498.3333333,622.5,522.5,348.3333333,622.5,498.3333333,348.3333333,622.5,498.3333333
1500,750,500,850,650,850,750,500,850,650,500,850,650
1955,977.5,651.6666667,1077.5,801.6666667,1077.5,977.5,651.6666667,1077.5,801.6666667,651.6666667,1077.5,801.6666667
2410,1205,803.3333333,1305,953.3333333,1305,1205,803.3333333,1305,953.3333333,803.3333333,1305,953.3333333
2425,1212.5,808.3333333,1312.5,958.3333333,1312.5,1212.5,808.3333333,1312.5,958.3333333,808.3333333,1312.5,958.3333333
2440,1220,813.3333333,1320,963.3333333,1320,1220,813.3333333,1320,963.3333333,813.3333333,1320,963.3333333
2455,1227.5,818.3333333,1327.5,968.3333333,1327.5,1227.5,818.3333333,1327.5,968.3333333,818.3333333,1327.5,968.3333333
2470,1235,823.3333333,1335,973.3333333,1335,1235,823.3333333,1335,973.3333333,823.3333333,1335,973.3333333
2450,1225,816.6666667,1325,966.6666667,1325,1225,816.6666667,1325,966.6666667,816.6666667,1325,966.6666667
2430,1215,810,1315,960,1315,1215,810,1315,960,810,1315,960
2450,1225,816.6666667,1325,966.6666667,1325,1225,816.6666667,1325,966.6666667,816.6666667,1325,966.6666667
2470,1235,823.3333333,1335,973.3333333,1335,1235,823.3333333,1335,973.3333333,823.3333333,1335,973.3333333
2465,1232.5,821.6666667,1332.5,971.6666667,1332.5,1232.5,821.6666667,1332.5,971.6666667,821.6666667,1332.5,971.6666667
2460,1230,820,1330,970,1330,1230,820,1330,970,820,1330,970
2485,1242.5,828.3333333,1342.5,978.3333333,1342.5,1242.5,828.3333333,1342.5,978.3333333,828.3333333,1342.5,978.3333333
2510,1255,836.6666667,1355,986.6666667,1355,1255,836.6666667,1355,986.6666667,836.6666667,1355,986.6666667
2910,1455,970,1555,1120,1555,1455,970,1555,1120,970,1555,1120
3310,1655,1103.333333,1755,1253.333333,1755,1655,1103.333333,1755,1253.333333,1103.333333,1755,1253.333333
3320,1660,1106.666667,1760,1256.666667,1760,1660,1106.666667,1760,1256.666667,1106.666667,1760,1256.666667
3330,1665,1110,1765,1260,1765,1665,1110,1765,1260,1110,1765,1260
3340,1670,1113.333333,1770,1263.333333,1770,1670,1113.333333,1770,1263.333333,1113.333333,1770,1263.333333
3350,1675,1116.666667,1775,1266.666667,1775,1675,1116.666667,1775,1266.666667,1116.666667,1775,1266.666667
3355,1677.5,1118.333333,1777.5,1268.333333,1777.5,1677.5,1118.333333,1777.5,1268.333333,1118.333333,1777.5,1268.333333
3360,1680,1120,1780,1270,1780,1680,1120,1780,1270,1120,1780,1270
3360,1680,1120,1780,1270,1780,1680,1120,1780,1270,1120,1780,1270
3360,1680,1120,1780,1270,1780,1680,1120,1780,1270,1120,1780,1270
5805,2902.5,1935,3002.5,2085,3002.5,2902.5,1935,3002.5,2085,1935,3002.5,2085
8250,4125,2750,4225,2900,4225,4125,2750,4225,2900,2750,4225,2900
8205,4102.5,2735,4202.5,2885,4202.5,4102.5,2735,4202.5,2885,2735,4202.5,2885
8160,4080,2720,4180,2870,4180,4080,2720,4180,2870,2720,4180,2870
8140,4070,2713.333333,4170,2863.333333,4170,4070,2713.333333,4170,2863.333333,2713.333333,4170,2863.333333
8120,4060,2706.666667,4160,2856.666667,4160,4060,2706.666667,4160,2856.666667,2706.666667,4160,2856.666667
5680,2840,1893.333333,2940,2043.333333,2940,2840,1893.333333,2940,2043.333333,1893.333333,2940,2043.333333
3240,1620,1080,1720,1230,1720,1620,1080,1720,1230,1080,1720,1230
3230,1615,1076.666667,1715,1226.666667,1715,1615,1076.666667,1715,1226.666667,1076.666667,1715,1226.666667
3220,1610,1073.333333,1710,1223.333333,1710,1610,1073.333333,1710,1223.333333,1073.333333,1710,1223.333333
3200,1600,1066.666667,1700,1216.666667,1700,1600,1066.666667,1700,1216.666667,1066.666667,1700,1216.666667
3180,1590,1060,1690,1210,1690,1590,1060,1690,1210,1060,1690,1210
3180,1590,1060,1690,1210,1690,1590,1060,1690,1210,1060,1690,1210
3180,1590,1060,1690,1210,1690,1590,1060,1690,1210,1060,1690,1210
3185,1592.5,1061.666667,1692.5,1211.666667,1692.5,1592.5,1061.666667,1692.5,1211.666667,1061.666667,1692.5,1211.666667
3190,1595,1063.333333,1695,1213.333333,1695,1595,1063.333333,1695,1213.333333,1063.333333,1695,1213.333333
3190,1595,1063.333333,1695,1213.333333,1695,1595,1063.333333,1695,1213.333333,1063.333333,1695,1213.333333
3190,1595,1063.333333,1695,1213.333333,1695,1595,1063.333333,1695,1213.333333,1063.333333,1695,1213.333333
3185,1592.5,1061.666667,1692.5,1211.666667,1692.5,1592.5,1061.666667,1692.5,1211.666667,1061.666667,1692.5,1211.666667
3180,1590,1060,1690,1210,1690,1590,1060,1690,1210,1060,1690,1210
3180,1590,1060,1690,1210,1690,1590,1060,1690,1210,1060,1690,1210
3180,1590,1060,1690,1210,1690,1590,1060,1690,1210,1060,1690,1210
3180,1590,1060,1690,1210,1690,1590,1060,1690,1210,1060,1690,1210
3180,1590,1060,1690,1210,1690,1590,1060,1690,1210,1060,1690,1210
3180,1590,1060,1690,1210,1690,1590,1060,1690,1210,1060,1690,1210
3180,1590,1060,1690,1210,1690,1590,1060,1690,1210,1060,1690,1210
3185,1592.5,1061.666667,1692.5,1211.666667,1692.5,1592.5,1061.666667,1692.5,1211.666667,1061.666667,1692.5,1211.666667
3190,1595,1063.333333,1695,1213.333333,1695,1595,1063.333333,1695,1213.333333,1063.333333,1695,1213.333333
3265,1632.5,1088.333333,1732.5,1238.333333,1732.5,1632.5,1088.333333,1732.5,1238.333333,1088.333333,1732.5,1238.333333
3340,1670,1113.333333,1770,1263.333333,1770,1670,1113.333333,1770,1263.333333,1113.333333,1770,1263.333333
3505,1752.5,1168.333333,1852.5,1318.333333,1852.5,1752.5,1168.333333,1852.5,1318.333333,1168.333333,1852.5,1318.333333
3670,1835,1223.333333,1935,1373.333333,1935,1835,1223.333333,1935,1373.333333,1223.333333,1935,1373.333333
3560,1780,1186.666667,1880,1336.666667,1880,1780,1186.666667,1880,1336.666667,1186.666667,1880,1336.666667
3450,1725,1150,1825,1300,1825,1725,1150,1825,1300,1150,1825,1300
3465,1732.5,1155,1832.5,1305,1832.5,1732.5,1155,1832.5,1305,1155,1832.5,1305
3480,1740,1160,1840,1310,1840,1740,1160,1840,1310,1160,1840,1310
3480,1740,1160,1840,1310,1840,1740,1160,1840,1310,1160,1840,1310
3480,1740,1160,1840,1310,1840,1740,1160,1840,1310,1160,1840,1310
3460,1730,1153.333333,1830,1303.333333,1830,1730,1153.333333,1830,1303.333333,1153.333333,1830,1303.333333
3440,1720,1146.666667,1820,1296.666667,1820,1720,1146.666667,1820,1296.666667,1146.666667,1820,1296.666667
3440,1720,1146.666667,1820,1296.666667,1820,1720,1146.666667,1820,1296.666667,1146.666667,1820,1296.666667
3440,1720,1146.666667,1820,1296.666667,1820,1720,1146.666667,1820,1296.666667,1146.666667,1820,1296.666667
3380,1690,1126.666667,1790,1276.666667,1790,1690,1126.666667,1790,1276.666667,1126.666667,1790,1276.666667
3320,1660,1106.666667,1760,1256.666667,1760,1660,1106.666667,1760,1256.666667,1106.666667,1760,1256.666667
3325,1662.5,1108.333333,1762.5,1258.333333,1762.5,1662.5,1108.333333,1762.5,1258.333333,1108.333333,1762.5,1258.333333
3330,1665,1110,1765,1260,1765,1665,1110,1765,1260,1110,1765,1260
3365,1682.5,1121.666667,1782.5,1271.666667,1782.5,1682.5,1121.666667,1782.5,1271.666667,1121.666667,1782.5,1271.666667
3400,1700,1133.333333,1800,1283.333333,1800,1700,1133.333333,1800,1283.333333,1133.333333,1800,1283.333333
3345,1672.5,1115,1772.5,1265,1772.5,1672.5,1115,1772.5,1265,1115,1772.5,1265
3290,1645,1096.666667,1745,1246.666667,1745,1645,1096.666667,1745,1246.666667,1096.666667,1745,1246.666667
3290,1645,1096.666667,1745,1246.666667,1745,1645,1096.666667,1745,1246.666667,1096.666667,1745,1246.666667
3290,1645,1096.666667,1745,1246.666667,1745,1645,1096.666667,1745,1246.666667,1096.666667,1745,1246.666667
3285,1642.5,1095,1742.5,1245,1742.5,1642.5,1095,1742.5,1245,1095,1742.5,1245
3280,1640,1093.333333,1740,1243.333333,1740,1640,1093.333333,1740,1243.333333,1093.333333,1740,1243.333333
3290,1645,1096.666667,1745,1246.666667,1745,1645,1096.666667,1745,1246.666667,1096.666667,1745,1246.666667
3300,1650,1100,1750,1250,1750,1650,1100,1750,1250,1100,1750,1250
3295,1647.5,1098.333333,1747.5,1248.333333,1747.5,1647.5,1098.333333,1747.5,1248.333333,1098.333333,1747.5,1248.333333
3290,1645,1096.666667,1745,1246.666667,1745,1645,1096.666667,1745,1246.666667,1096.666667,1745,1246.666667
3290,1645,1096.666667,1745,1246.666667,1745,1645,1096.666667,1745,1246.666667,1096.666667,1745,1246.666667
3290,1645,1096.666667,1745,1246.666667,1745,1645,1096.666667,1745,1246.666667,1096.666667,1745,1246.666667
3295,1647.5,1098.333333,1747.5,1248.333333,1747.5,1647.5,1098.333333,1747.5,1248.333333,1098.333333,1747.5,1248.333333
3300,1650,1100,1750,1250,1750,1650,1100,1750,1250,1100,1750,1250
3310,1655,1103.333333,1755,1253.333333,1755,1655,1103.333333,1755,1253.333333,1103.333333,1755,1253.333333
3320,1660,1106.666667,1760,1256.666667,1760,1660,1106.666667,1760,1256.666667,1106.666667,1760,1256.666667
3310,1655,1103.333333,1755,1253.333333,1755,1655,1103.333333,1755,1253.333333,1103.333333,1755,1253.333333
3300,1650,1100,1750,1250,1750,1650,1100,1750,1250,1100,1750,1250
5125,2562.5,1708.333333,2662.5,1858.333333,2662.5,2562.5,1708.333333,2662.5,1858.333333,1708.333333,2662.5,1858.333333
6950,3475,2316.666667,3575,2466.666667,3575,3475,2316.666667,3575,2466.666667,2316.666667,3575,2466.666667
7585,3792.5,2528.333333,3892.5,2678.333333,3892.5,3792.5,2528.333333,3892.5,2678.333333,2528.333333,3892.5,2678.333333
8220,4110,2740,4210,2890,4210,4110,2740,4210,2890,2740,4210,2890
7670,3835,2556.666667,3935,2706.666667,3935,3835,2556.666667,3935,2706.666667,2556.666667,3935,2706.666667
7120,3560,2373.333333,3660,2523.333333,3660,3560,2373.333333,3660,2523.333333,2373.333333,3660,2523.333333
5330,2665,1776.666667,2765,1926.666667,2765,2665,1776.666667,2765,1926.666667,1776.666667,2765,1926.666667
3540,1770,1180,1870,1330,1870,1770,1180,1870,1330,1180,1870,1330
3550,1775,1183.333333,1875,1333.333333,1875,1775,1183.333333,1875,1333.333333,1183.333333,1875,1333.333333
3560,1780,1186.666667,1880,1336.666667,1880,1780,1186.666667,1880,1336.666667,1186.666667,1880,1336.666667
3610,1805,1203.333333,1905,1353.333333,1905,1805,1203.333333,1905,1353.333333,1203.333333,1905,1353.333333
3660,1830,1220,1930,1370,1930,1830,1220,1930,1370,1220,1930,1370
3770,1885,1256.666667,1985,1406.666667,1985,1885,1256.666667,1985,1406.666667,1256.666667,1985,1406.666667
3880,1940,1293.333333,2040,1443.333333,2040,1940,1293.333333,2040,1443.333333,1293.333333,2040,1443.333333
3915,1957.5,1305,2057.5,1455,2057.5,1957.5,1305,2057.5,1455,1305,2057.5,1455
3950,1975,1316.666667,2075,1466.666667,2075,1975,1316.666667,2075,1466.666667,1316.666667,2075,1466.666667
3945,1972.5,1315,2072.5,1465,2072.5,1972.5,1315,2072.5,1465,1315,2072.5,1465
3940,1970,1313.333333,2070,1463.333333,2070,1970,1313.333333,2070,1463.333333,1313.333333,2070,1463.333333
3965,1982.5,1321.666667,2082.5,1471.666667,2082.5,1982.5,1321.666667,2082.5,1471.666667,1321.666667,2082.5,1471.666667
3990,1995,1330,2095,1480,2095,1995,1330,2095,1480,1330,2095,1480
3985,1992.5,1328.333333,2092.5,1478.333333,2092.5,1992.5,1328.333333,2092.5,1478.333333,1328.333333,2092.5,1478.333333
3980,1990,1326.666667,2090,1476.666667,2090,1990,1326.666667,2090,1476.666667,1326.666667,2090,1476.666667
3985,1992.5,1328.333333,2092.5,1478.333333,2092.5,1992.5,1328.333333,2092.5,1478.333333,1328.333333,2092.5,1478.333333
3990,1995,1330,2095,1480,2095,1995,1330,2095,1480,1330,2095,1480
4020,2010,1340,2110,1490,2110,2010,1340,2110,1490,1340,2110,1490
4050,2025,1350,2125,1500,2125,2025,1350,2125,1500,1350,2125,1500
4060,2030,1353.333333,2130,1503.333333,2130,2030,1353.333333,2130,1503.333333,1353.333333,2130,1503.333333
4070,2035,1356.666667,2135,1506.666667,2135,2035,1356.666667,2135,1506.666667,1356.666667,2135,1506.666667
4055,2027.5,1351.666667,2127.5,1501.666667,2127.5,2027.5,1351.666667,2127.5,1501.666667,1351.666667,2127.5,1501.666667
4040,2020,1346.666667,2120,1496.666667,2120,2020,1346.666667,2120,1496.666667,1346.666667,2120,1496.666667
4020,2010,1340,2110,1490,2110,2010,1340,2110,1490,1340,2110,1490
4000,2000,1333.333333,2100,1483.333333,2100,2000,1333.333333,2100,1483.333333,1333.333333,2100,1483.333333
3985,1992.5,1328.333333,2092.5,1478.333333,2092.5,1992.5,1328.333333,2092.5,1478.333333,1328.333333,2092.5,1478.333333
3970,1985,1323.333333,2085,1473.333333,2085,1985,1323.333333,2085,1473.333333,1323.333333,2085,1473.333333
3985,1992.5,1328.333333,2092.5,1478.333333,2092.5,1992.5,1328.333333,2092.5,1478.333333,1328.333333,2092.5,1478.333333
4000,2000,1333.333333,2100,1483.333333,2100,2000,1333.333333,2100,1483.333333,1333.333333,2100,1483.333333
4070,2035,1356.666667,2135,1506.666667,2135,2035,1356.666667,2135,1506.666667,1356.666667,2135,1506.666667
4140,2070,1380,2170,1530,2170,2070,1380,2170,1530,1380,2170,1530
4065,2032.5,1355,2132.5,1505,2132.5,2032.5,1355,2132.5,1505,1355,2132.5,1505
3990,1995,1330,2095,1480,2095,1995,1330,2095,1480,1330,2095,1480
4000,2000,1333.333333,2100,1483.333333,2100,2000,1333.333333,2100,1483.333333,1333.333333,2100,1483.333333
4010,2005,1336.666667,2105,1486.666667,2105,2005,1336.666667,2105,1486.666667,1336.666667,2105,1486.666667
4095,2047.5,1365,2147.5,1515,2147.5,2047.5,1365,2147.5,1515,1365,2147.5,1515
4180,2090,1393.333333,2190,1543.333333,2190,2090,1393.333333,2190,1543.333333,1393.333333,2190,1543.333333
4055,2027.5,1351.666667,2127.5,1501.666667,2127.5,2027.5,1351.666667,2127.5,1501.666667,1351.666667,2127.5,1501.666667
3930,1965,1310,2065,1460,2065,1965,1310,2065,1460,1310,2065,1460
3895,1947.5,1298.333333,2047.5,1448.333333,2047.5,1947.5,1298.333333,2047.5,1448.333333,1298.333333,2047.5,1448.333333
3860,1930,1286.666667,2030,1436.666667,2030,1930,1286.666667,2030,1436.666667,1286.666667,2030,1436.666667
3840,1920,1280,2020,1430,2020,1920,1280,2020,1430,1280,2020,1430
3820,1910,1273.333333,2010,1423.333333,2010,1910,1273.333333,2010,1423.333333,1273.333333,2010,1423.333333
3150,1575,1050,1675,1200,1675,1575,1050,1675,1200,1050,1675,1200
2480,1240,826.6666667,1340,976.6666667,1340,1240,826.6666667,1340,976.6666667,826.6666667,1340,976.6666667
1810,905,603.3333333,1005,753.3333333,1005,905,603.3333333,1005,753.3333333,603.3333333,1005,753.3333333
1140,570,380,670,530,670,570,380,670,530,380,670,530
1145,572.5,381.6666667,672.5,531.6666667,672.5,572.5,381.6666667,672.5,531.6666667,381.6666667,672.5,531.6666667
1150,575,383.3333333,675,533.3333333,675,575,383.3333333,675,533.3333333,383.3333333,675,533.3333333
1095,547.5,365,647.5,515,647.5,547.5,365,647.5,515,365,647.5,515
1040,520,346.6666667,620,496.6666667,620,520,346.6666667,620,496.6666667,346.6666667,620,496.6666667
1040,520,346.6666667,620,496.6666667,620,520,346.6666667,620,496.6666667,346.6666667,620,496.6666667
1040,520,346.6666667,620,496.6666667,620,520,346.6666667,620,496.6666667,346.6666667,620,496.6666667
1040,520,346.6666667,620,496.6666667,620,520,346.6666667,620,496.6666667,346.6666667,620,496.6666667
1040,520,346.6666667,620,496.6666667,620,520,346.6666667,620,496.6666667,346.6666667,620,496.6666667
1060,530,353.3333333,630,503.3333333,630,530,353.3333333,630,503.3333333,353.3333333,630,503.3333333
1080,540,360,640,510,640,540,360,640,510,360,640,510
1175,587.5,391.6666667,687.5,541.6666667,687.5,587.5,391.6666667,687.5,541.6666667,391.6666667,687.5,541.6666667
1270,635,423.3333333,735,573.3333333,735,635,423.3333333,735,573.3333333,423.3333333,735,573.3333333
1280,640,426.6666667,740,576.6666667,740,640,426.6666667,740,576.6666667,426.6666667,740,576.6666667
1290,645,430,745,580,745,645,430,745,580,430,745,580
1285,642.5,428.3333333,742.5,578.3333333,742.5,642.5,428.3333333,742.5,578.3333333,428.3333333,742.5,578.3333333
1280,640,426.6666667,740,576.6666667,740,640,426.6666667,740,576.6666667,426.6666667,740,576.6666667
1280,640,426.6666667,740,576.6666667,740,640,426.6666667,740,576.6666667,426.6666667,740,576.6666667
1280,640,426.6666667,740,576.6666667,740,640,426.6666667,740,576.6666667,426.6666667,740,576.6666667
1280,640,426.6666667,740,576.6666667,740,640,426.6666667,740,576.6666667,426.6666667,740,576.6666667
1280,640,426.6666667,740,576.6666667,740,640,426.6666667,740,576.6666667,426.6666667,740,576.6666667
1280,640,426.6666667,740,576.6666667,740,640,426.6666667,740,576.6666667,426.6666667,740,576.6666667
1280,640,426.6666667,740,576.6666667,740,640,426.6666667,740,576.6666667,426.6666667,740,576.6666667
1280,640,426.6666667,740,576.6666667,740,640,426.6666667,740,576.6666667,426.6666667,740,576.6666667
1280,640,426.6666667,740,576.6666667,740,640,426.6666667,740,576.6666667,426.6666667,740,576.6666667
1275,637.5,425,737.5,575,737.5,637.5,425,737.5,575,425,737.5,575
1270,635,423.3333333,735,573.3333333,735,635,423.3333333,735,573.3333333,423.3333333,735,573.3333333
1215,607.5,405,707.5,555,707.5,607.5,405,707.5,555,405,707.5,555
1160,580,386.6666667,680,536.6666667,680,580,386.6666667,680,536.6666667,386.6666667,680,536.6666667
1180,590,393.3333333,690,543.3333333,690,590,393.3333333,690,543.3333333,393.3333333,690,543.3333333
1200,600,400,700,550,700,600,400,700,550,400,700,550
1125,562.5,375,662.5,525,662.5,562.5,375,662.5,525,375,662.5,525
1050,525,350,625,500,625,525,350,625,500,350,625,500
1040,520,346.6666667,620,496.6666667,620,520,346.6666667,620,496.6666667,346.6666667,620,496.6666667
1030,515,343.3333333,615,493.3333333,615,515,343.3333333,615,493.3333333,343.3333333,615,493.3333333
1035,517.5,345,617.5,495,617.5,517.5,345,617.5,495,345,617.5,495
1040,520,346.6666667,620,496.6666667,620,520,346.6666667,620,496.6666667,346.6666667,620,496.6666667
1040,520,346.6666667,620,496.6666667,620,520,346.6666667,620,496.6666667,346.6666667,620,496.6666667
1040,520,346.6666667,620,496.6666667,620,520,346.6666667,620,496.6666667,346.6666667,620,496.6666667
1070,535,356.6666667,635,506.6666667,635,535,356.6666667,635,506.6666667,356.6666667,635,506.6666667
1100,550,366.6666667,650,516.6666667,650,550,366.6666667,650,516.6666667,366.6666667,650,516.6666667
1120,560,373.3333333,660,523.3333333,660,560,373.3333333,660,523.3333333,373.3333333,660,523.3333333
1140,570,380,670,530,670,570,380,670,530,380,670,530
1140,570,380,670,530,670,570,380,670,530,380,670,530
1140,570,380,670,530,670,570,380,670,530,380,670,530
1355,677.5,451.6666667,777.5,601.6666667,777.5,677.5,451.6666667,777.5,601.6666667,451.6666667,777.5,601.6666667
1570,785,523.3333333,885,673.3333333,885,785,523.3333333,885,673.3333333,523.3333333,885,673.3333333
2060,1030,686.6666667,1130,836.6666667,1130,1030,686.6666667,1130,836.6666667,686.6666667,1130,836.6666667
2550,1275,850,1375,1000,1375,1275,850,1375,1000,850,1375,1000
2505,1252.5,835,1352.5,985,1352.5,1252.5,835,1352.5,985,835,1352.5,985
2460,1230,820,1330,970,1330,1230,820,1330,970,820,1330,970
2020,1010,673.3333333,1110,823.3333333,1110,1010,673.3333333,1110,823.3333333,673.3333333,1110,823.3333333
1580,790,526.6666667,890,676.6666667,890,790,526.6666667,890,676.6666667,526.6666667,890,676.6666667
1365,682.5,455,782.5,605,782.5,682.5,455,782.5,605,455,782.5,605
1150,575,383.3333333,675,533.3333333,675,575,383.3333333,675,533.3333333,383.3333333,675,533.3333333
1175,587.5,391.6666667,687.5,541.6666667,687.5,587.5,391.6666667,687.5,541.6666667,391.6666667,687.5,541.6666667
1200,600,400,700,550,700,600,400,700,550,400,700,550
1270,635,423.3333333,735,573.3333333,735,635,423.3333333,735,573.3333333,423.3333333,735,573.3333333
1340,670,446.6666667,770,596.6666667,770,670,446.6666667,770,596.6666667,446.6666667,770,596.6666667
1270,635,423.3333333,735,573.3333333,735,635,423.3333333,735,573.3333333,423.3333333,735,573.3333333
1200,600,400,700,550,700,600,400,700,550,400,700,550
1205,602.5,401.6666667,702.5,551.6666667,702.5,602.5,401.6666667,702.5,551.6666667,401.6666667,702.5,551.6666667
1210,605,403.3333333,705,553.3333333,705,605,403.3333333,705,553.3333333,403.3333333,705,553.3333333
1425,712.5,475,812.5,625,812.5,712.5,475,812.5,625,475,812.5,625
1640,820,546.6666667,920,696.6666667,920,820,546.6666667,920,696.6666667,546.6666667,920,696.6666667
1625,812.5,541.6666667,912.5,691.6666667,912.5,812.5,541.6666667,912.5,691.6666667,541.6666667,912.5,691.6666667
1610,805,536.6666667,905,686.6666667,905,805,536.6666667,905,686.6666667,536.6666667,905,686.6666667
2310,1155,770,1255,920,1255,1155,770,1255,920,770,1255,920
3010,1505,1003.333333,1605,1153.333333,1605,1505,1003.333333,1605,1153.333333,1003.333333,1605,1153.333333
3010,1505,1003.333333,1605,1153.333333,1605,1505,1003.333333,1605,1153.333333,1003.333333,1605,1153.333333
3010,1505,1003.333333,1605,1153.333333,1605,1505,1003.333333,1605,1153.333333,1003.333333,1605,1153.333333
3010,1505,1003.333333,1605,1153.333333,1605,1505,1003.333333,1605,1153.333333,1003.333333,1605,1153.333333
3010,1505,1003.333333,1605,1153.333333,1605,1505,1003.333333,1605,1153.333333,1003.333333,1605,1153.333333
2905,1452.5,968.3333333,1552.5,1118.333333,1552.5,1452.5,968.3333333,1552.5,1118.333333,968.3333333,1552.5,1118.333333
2800,1400,933.3333333,1500,1083.333333,1500,1400,933.3333333,1500,1083.333333,933.3333333,1500,1083.333333
2790,1395,930,1495,1080,1495,1395,930,1495,1080,930,1495,1080
2780,1390,926.6666667,1490,1076.666667,1490,1390,926.6666667,1490,1076.666667,926.6666667,1490,1076.666667
2780,1390,926.6666667,1490,1076.666667,1490,1390,926.6666667,1490,1076.666667,926.6666667,1490,1076.666667
2780,1390,926.6666667,1490,1076.666667,1490,1390,926.6666667,1490,1076.666667,926.6666667,1490,1076.666667
2785,1392.5,928.3333333,1492.5,1078.333333,1492.5,1392.5,928.3333333,1492.5,1078.333333,928.3333333,1492.5,1078.333333
2790,1395,930,1495,1080,1495,1395,930,1495,1080,930,1495,1080
3080,1540,1026.666667,1640,1176.666667,1640,1540,1026.666667,1640,1176.666667,1026.666667,1640,1176.666667
3370,1685,1123.333333,1785,1273.333333,1785,1685,1123.333333,1785,1273.333333,1123.333333,1785,1273.333333
3475,1737.5,1158.333333,1837.5,1308.333333,1837.5,1737.5,1158.333333,1837.5,1308.333333,1158.333333,1837.5,1308.333333
3580,1790,1193.333333,1890,1343.333333,1890,1790,1193.333333,1890,1343.333333,1193.333333,1890,1343.333333
4625,2312.5,1541.666667,2412.5,1691.666667,2412.5,2312.5,1541.666667,2412.5,1691.666667,1541.666667,2412.5,1691.666667
5670,2835,1890,2935,2040,2935,2835,1890,2935,2040,1890,2935,2040
6655,3327.5,2218.333333,3427.5,2368.333333,3427.5,3327.5,2218.333333,3427.5,2368.333333,2218.333333,3427.5,2368.333333
7640,3820,2546.666667,3920,2696.666667,3920,3820,2546.666667,3920,2696.666667,2546.666667,3920,2696.666667
7635,3817.5,2545,3917.5,2695,3917.5,3817.5,2545,3917.5,2695,2545,3917.5,2695
7630,3815,2543.333333,3915,2693.333333,3915,3815,2543.333333,3915,2693.333333,2543.333333,3915,2693.333333
7595,3797.5,2531.666667,3897.5,2681.666667,3897.5,3797.5,2531.666667,3897.5,2681.666667,2531.666667,3897.5,2681.666667
7560,3780,2520,3880,2670,3880,3780,2520,3880,2670,2520,3880,2670
7610,3805,2536.666667,3905,2686.666667,3905,3805,2536.666667,3905,2686.666667,2536.666667,3905,2686.666667
7660,3830,2553.333333,3930,2703.333333,3930,3830,2553.333333,3930,2703.333333,2553.333333,3930,2703.333333
7820,3910,2606.666667,4010,2756.666667,4010,3910,2606.666667,4010,2756.666667,2606.666667,4010,2756.666667
7980,3990,2660,4090,2810,4090,3990,2660,4090,2810,2660,4090,2810
7940,3970,2646.666667,4070,2796.666667,4070,3970,2646.666667,4070,2796.666667,2646.666667,4070,2796.666667
7900,3950,2633.333333,4050,2783.333333,4050,3950,2633.333333,4050,2783.333333,2633.333333,4050,2783.333333
7485,3742.5,2495,3842.5,2645,3842.5,3742.5,2495,3842.5,2645,2495,3842.5,2645
7070,3535,2356.666667,3635,2506.666667,3635,3535,2356.666667,3635,2506.666667,2356.666667,3635,2506.666667
5805,2902.5,1935,3002.5,2085,3002.5,2902.5,1935,3002.5,2085,1935,3002.5,2085
4540,2270,1513.333333,2370,1663.333333,2370,2270,1513.333333,2370,1663.333333,1513.333333,2370,1663.333333
4605,2302.5,1535,2402.5,1685,2402.5,2302.5,1535,2402.5,1685,1535,2402.5,1685
4670,2335,1556.666667,2435,1706.666667,2435,2335,1556.666667,2435,1706.666667,1556.666667,2435,1706.666667
4445,2222.5,1481.666667,2322.5,1631.666667,2322.5,2222.5,1481.666667,2322.5,1631.666667,1481.666667,2322.5,1631.666667
